drwxr-xr-x 17 root     sys              0 Apr 30  1984 .
-rw-rw-r--  1 2        kmem           842 Apr 30  1984 man/u_man/man0/toc5
-rw-rw-r--  1 2        kmem           510 Apr 30  1984 man/u_man/man0/toc6
-rw-rw-r--  1 2        kmem          1713 Apr 30  1984 man/u_man/man0/tocin
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 man/u_man/man1
-rw-rw-r--  1 2        kmem          4917 Apr 30  1984 man/u_man/man1/300.1
-rw-rw-r--  1 2        kmem            50 Apr 30  1984 man/u_man/man1/300s.1
-rw-rw-r--  1 2        kmem          1257 Apr 30  1984 man/u_man/man1/4014.1
-rw-rw-r--  1 2        kmem          2356 Apr 30  1984 man/u_man/man1/450.1
-rw-rw-r--  1 2        kmem          4710 Apr 30  1984 man/u_man/man1/acctcom.1
-rw-rw-r--  1 2        kmem         12122 Apr 30  1984 man/u_man/man1/admin.1
-rw-rw-r--  1 2        kmem          3641 Apr 30  1984 man/u_man/man1/ar.1
-rw-rw-r--  1 2        kmem          1843 Apr 30  1984 man/u_man/man1/as.1
-rw-rw-r--  1 2        kmem          1356 Apr 30  1984 man/u_man/man1/asa.1
-rw-rw-r--  1 2        kmem          6497 Apr 30  1984 man/u_man/man1/awk.1
-rw-rw-r--  1 2        kmem           242 Apr 30  1984 man/u_man/man1/banner.1
-rw-rw-r--  1 2        kmem          1152 Apr 30  1984 man/u_man/man1/basename.1
-rw-rw-r--  1 2        kmem          3374 Apr 30  1984 man/u_man/man1/bc.1
-rw-rw-r--  1 2        kmem          1559 Apr 30  1984 man/u_man/man1/bdiff.1
-rw-rw-r--  1 2        kmem          6710 Apr 30  1984 man/u_man/man1/bfs.1
-rw-rw-r--  1 2        kmem         21367 Apr 30  1984 man/u_man/man1/bs.1
-rw-rw-r--  1 2        kmem           585 Apr 30  1984 man/u_man/man1/cal.1
-rw-rw-r--  1 2        kmem          1413 Apr 30  1984 man/u_man/man1/calendar.1
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man1/cancel.1
-rw-rw-r--  1 2        kmem           932 Apr 30  1984 man/u_man/man1/cat.1
-rw-rw-r--  1 2        kmem           840 Apr 30  1984 man/u_man/man1/cb.1
-rw-rw-r--  1 2        kmem          5213 Apr 30  1984 man/u_man/man1/cc.1
-rw-rw-r--  1 2        kmem           909 Apr 30  1984 man/u_man/man1/cd.1
-rw-rw-r--  1 2        kmem          5105 Apr 30  1984 man/u_man/man1/cdc.1
-rw-rw-r--  1 2        kmem          3552 Apr 30  1984 man/u_man/man1/cflow.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/checkcw.1
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man1/checkeq.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/checkmm.1
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man1/chgrp.1
-rw-rw-r--  1 2        kmem          1926 Apr 30  1984 man/u_man/man1/chmod.1
-rw-rw-r--  1 2        kmem           565 Apr 30  1984 man/u_man/man1/chown.1
-rw-rw-r--  1 2        kmem           804 Apr 30  1984 man/u_man/man1/cmp.1
-rw-rw-r--  1 2        kmem          3125 Apr 30  1984 man/u_man/man1/col.1
-rw-rw-r--  1 2        kmem          3366 Apr 30  1984 man/u_man/man1/comb.1
-rw-rw-r--  1 2        kmem           742 Apr 30  1984 man/u_man/man1/comm.1
-rw-rw-r--  1 2        kmem          2248 Apr 30  1984 man/u_man/man1/conv.1
-rw-rw-r--  1 2        kmem          1219 Apr 30  1984 man/u_man/man1/cp.1
-rw-rw-r--  1 2        kmem          3414 Apr 30  1984 man/u_man/man1/cpio.1
-rw-rw-r--  1 2        kmem          6301 Apr 30  1984 man/u_man/man1/cpp.1
-rw-r--r--  1 2        kmem           654 Apr 30  1984 man/u_man/man1/cprs.1
-rw-rw-r--  1 2        kmem          3880 Apr 30  1984 man/u_man/man1/csplit.1
-rw-rw-r--  1 2        kmem          1933 Apr 30  1984 man/u_man/man1/ct.1c
-rw-rw-r--  1 2        kmem          5013 Apr 30  1984 man/u_man/man1/cu.1c
-rw-rw-r--  1 2        kmem          3005 Apr 30  1984 man/u_man/man1/cut.1
-rw-rw-r--  1 2        kmem          9839 Apr 30  1984 man/u_man/man1/cw.1
-rw-rw-r--  1 2        kmem          1313 Apr 30  1984 man/u_man/man1/cxref.1
-rw-rw-r--  1 2        kmem          2469 Apr 30  1984 man/u_man/man1/date.1
-rw-rw-r--  1 2        kmem          4497 Apr 30  1984 man/u_man/man1/dc.1
-rw-rw-r--  1 2        kmem          3502 Apr 30  1984 man/u_man/man1/dd.1
-rw-rw-r--  1 2        kmem          6342 Apr 30  1984 man/u_man/man1/delta.1
-rw-rw-r--  1 2        kmem          2099 Apr 30  1984 man/u_man/man1/deroff.1
-rw-rw-r--  1 2        kmem          2513 Apr 30  1984 man/u_man/man1/diff.1
-rw-rw-r--  1 2        kmem          1718 Apr 30  1984 man/u_man/man1/diff3.1
-rw-rw-r--  1 2        kmem          1769 Apr 30  1984 man/u_man/man1/diffmk.1
-rw-rw-r--  1 2        kmem           789 Apr 30  1984 man/u_man/man1/dircmp.1
-rw-rw-r--  1 2        kmem            58 Apr 30  1984 man/u_man/man1/dirname.1
-rw-rw-r--  1 2        kmem          2284 Apr 30  1984 man/u_man/man1/dis.1
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man1/disable.1
-rw-r--r--  1 2        kmem          3466 Apr 30  1984 man/u_man/man1/dpd.1c
-rw-r--r--  1 2        kmem          2770 Apr 30  1984 man/u_man/man1/dpr.1c
-rw-rw-r--  1 2        kmem          1147 Apr 30  1984 man/u_man/man1/du.1
-rw-rw-r--  1 2        kmem          2922 Apr 30  1984 man/u_man/man1/dump.1
-rw-rw-r--  1 2        kmem           768 Apr 30  1984 man/u_man/man1/echo.1
-rw-rw-r--  1 2        kmem         26425 Apr 30  1984 man/u_man/man1/ed.1
-rw-rw-r--  1 2        kmem          8634 Apr 30  1984 man/u_man/man1/edit.1
-rw-rw-r--  1 2        kmem          2577 Apr 30  1984 man/u_man/man1/efl.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/egrep.1
-rw-rw-r--  1 2        kmem          1259 Apr 30  1984 man/u_man/man1/enable.1
-rw-rw-r--  1 2        kmem           742 Apr 30  1984 man/u_man/man1/env.1
-rw-rw-r--  1 2        kmem          6613 Apr 30  1984 man/u_man/man1/eqn.1
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man1/erase.1g
-rw-rw-r--  1 2        kmem          9535 Apr 30  1984 man/u_man/man1/ex.1
-rw-rw-r--  1 2        kmem          3976 Apr 30  1984 man/u_man/man1/expr.1
-rw-rw-r--  1 2        kmem          4598 Apr 30  1984 man/u_man/man1/f77.1
-rw-rw-r--  1 2        kmem           821 Apr 30  1984 man/u_man/man1/factor.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/false.1
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man1/fget.dem.1c
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/fgrep.1
-rw-rw-r--  1 2        kmem          1182 Apr 30  1984 man/u_man/man1/file.1
-rw-rw-r--  1 2        kmem          3502 Apr 30  1984 man/u_man/man1/find.1
-rw-rw-r--  1 2        kmem           990 Apr 30  1984 man/u_man/man1/fsplit.1
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man1/gath.1c
-rw-rw-r--  1 2        kmem          2575 Apr 30  1984 man/u_man/man1/gdev.1g
-rw-rw-r--  1 2        kmem         13997 Apr 30  1984 man/u_man/man1/ged.1g
-rw-rw-r--  1 2        kmem         16417 Apr 30  1984 man/u_man/man1/get.1
-rw-rw-r--  1 2        kmem          1920 Apr 30  1984 man/u_man/man1/getopt.1
-rw-rw-r--  1 2        kmem          2600 Apr 30  1984 man/u_man/man1/graph.1g
-rw-rw-r--  1 2        kmem          1943 Apr 30  1984 man/u_man/man1/graphics.1g
-rw-rw-r--  1 2        kmem          1384 Apr 30  1984 man/u_man/man1/greek.1
-rw-rw-r--  1 2        kmem          3316 Apr 30  1984 man/u_man/man1/grep.1
-rw-rw-r--  1 2        kmem          3784 Apr 30  1984 man/u_man/man1/gutil.1g
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man1/hardcopy.1g
-rw-rw-r--  1 2        kmem            57 Apr 30  1984 man/u_man/man1/hashcheck.1
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man1/hashmake.1
-rw-rw-r--  1 2        kmem          1253 Apr 30  1984 man/u_man/man1/help.1
-rw-rw-r--  1 2        kmem          3032 Apr 30  1984 man/u_man/man1/hp.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/hpd.1g
-rw-rw-r--  1 2        kmem           738 Apr 30  1984 man/u_man/man1/hyphen.1
-rw-rw-r--  1 2        kmem           365 Apr 30  1984 man/u_man/man1/id.1
-rw-rw-r--  1 2        kmem          2062 Apr 30  1984 man/u_man/man1/intro.1
-rw-rw-r--  1 2        kmem          1689 Apr 30  1984 man/u_man/man1/ipcrm.1
-rw-rw-r--  1 2        kmem          6990 Apr 30  1984 man/u_man/man1/ipcs.1
-rw-rw-r--  1 2        kmem          1874 Apr 30  1984 man/u_man/man1/join.1
-rw-rw-r--  1 2        kmem          1063 Apr 30  1984 man/u_man/man1/kill.1
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man1/kunb.1
-rw-rw-r--  1 2        kmem          6547 Apr 30  1984 man/u_man/man1/ld.1
-rw-rw-r--  1 2        kmem          5066 Apr 30  1984 man/u_man/man1/lex.1
-rw-rw-r--  1 2        kmem           389 Apr 30  1984 man/u_man/man1/line.1
-rw-rw-r--  1 2        kmem          4365 Apr 30  1984 man/u_man/man1/lint.1
-rw-r--r--  1 2        kmem          1647 Apr 30  1984 man/u_man/man1/list.1
-rw-rw-r--  1 2        kmem            47 Apr 30  1984 man/u_man/man1/ln.1
-rw-rw-r--  1 2        kmem          4138 Apr 30  1984 man/u_man/man1/login.1
-rw-rw-r--  1 2        kmem           320 Apr 30  1984 man/u_man/man1/logname.1
-rw-rw-r--  1 2        kmem          1418 Apr 30  1984 man/u_man/man1/lorder.1
-rw-rw-r--  1 2        kmem          3720 Apr 30  1984 man/u_man/man1/lp.1
-rw-rw-r--  1 2        kmem          2321 Apr 30  1984 man/u_man/man1/lpd.1c
-rw-rw-r--  1 2        kmem          1108 Apr 30  1984 man/u_man/man1/lpr.1
-rw-rw-r--  1 2        kmem          2342 Apr 30  1984 man/u_man/man1/lpstat.1
-rw-rw-r--  1 2        kmem          4314 Apr 30  1984 man/u_man/man1/ls.1
-rw-rw-r--  1 2        kmem          8239 Apr 30  1984 man/u_man/man1/m4.1
-rw-rw-r--  1 2        kmem           771 Apr 30  1984 man/u_man/man1/machid.1
-rw-rw-r--  1 2        kmem          4802 Apr 30  1984 man/u_man/man1/mail.1
-rw-rw-r--  1 2        kmem         17110 Apr 30  1984 man/u_man/man1/make.1
-rw-rw-r--  1 2        kmem          1512 Apr 30  1984 man/u_man/man1/makekey.1
-rw-rw-r--  1 2        kmem          5365 Apr 30  1984 man/u_man/man1/man.1
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man1/manprog.1
-rw-rw-r--  1 2        kmem           506 Apr 30  1984 man/u_man/man1/mesg.1
-rw-rw-r--  1 2        kmem           566 Apr 30  1984 man/u_man/man1/mkdir.1
-rw-rw-r--  1 2        kmem          4933 Apr 30  1984 man/u_man/man1/mm.1
-rw-rw-r--  1 2        kmem          2462 Apr 30  1984 man/u_man/man1/mmt.1
-rw-rw-r--  1 2        kmem            47 Apr 30  1984 man/u_man/man1/mv.1
-rw-rw-r--  1 2        kmem            49 Apr 30  1984 man/u_man/man1/mvt.1
-rw-rw-r--  1 2        kmem            50 Apr 30  1984 man/u_man/man1/neqn.1
-rw-rw-r--  1 2        kmem          5792 Apr 30  1984 man/u_man/man1/newform.1
-rw-rw-r--  1 2        kmem          1306 Apr 30  1984 man/u_man/man1/newgrp.1
-rw-rw-r--  1 2        kmem          1711 Apr 30  1984 man/u_man/man1/news.1
-rw-rw-r--  1 2        kmem           631 Apr 30  1984 man/u_man/man1/nice.1
-rw-rw-r--  1 2        kmem          3748 Apr 30  1984 man/u_man/man1/nl.1
-rw-rw-r--  1 2        kmem          3817 Apr 30  1984 man/u_man/man1/nm.1
-rw-rw-r--  1 2        kmem           436 Apr 30  1984 man/u_man/man1/nohup.1
-rw-rw-r--  1 2        kmem          4361 Apr 30  1984 man/u_man/man1/nroff.1
-rw-rw-r--  1 2        kmem          1586 Apr 30  1984 man/u_man/man1/od.1
-rw-rw-r--  1 2        kmem            49 Apr 30  1984 man/u_man/man1/osdd.1
-rw-rw-r--  1 2        kmem          3711 Apr 30  1984 man/u_man/man1/pack.1
-rw-rw-r--  1 2        kmem           923 Apr 30  1984 man/u_man/man1/passwd.1
-rw-rw-r--  1 2        kmem          2943 Apr 30  1984 man/u_man/man1/paste.1
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man1/pcat.1
-rw-rw-r--  1 2        kmem            48 Apr 30  1984 man/u_man/man1/pcc.1
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man1/pdp11.1
-rw-rw-r--  1 2        kmem          3913 Apr 30  1984 man/u_man/man1/pr.1
-rw-rw-r--  1 2        kmem          2866 Apr 30  1984 man/u_man/man1/prof.1
-rw-rw-r--  1 2        kmem          7951 Apr 30  1984 man/u_man/man1/prs.1
-rw-rw-r--  1 2        kmem          5383 Apr 30  1984 man/u_man/man1/ps.1
-rw-rw-r--  1 2        kmem          2693 Apr 30  1984 man/u_man/man1/ptx.1
-rw-rw-r--  1 2        kmem           362 Apr 30  1984 man/u_man/man1/pwd.1
-rw-rw-r--  1 2        kmem          1746 Apr 30  1984 man/u_man/man1/ratfor.1
-rw-rw-r--  1 2        kmem            48 Apr 30  1984 man/u_man/man1/red.1
-rw-rw-r--  1 2        kmem          1410 Apr 30  1984 man/u_man/man1/regcmp.1
-rw-rw-r--  1 2        kmem          2995 Apr 30  1984 man/u_man/man1/rjestat.1c
-rw-rw-r--  1 2        kmem          1424 Apr 30  1984 man/u_man/man1/rm.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/rmail.1
-rw-rw-r--  1 2        kmem          1717 Apr 30  1984 man/u_man/man1/rmdel.1
-rw-rw-r--  1 2        kmem            50 Apr 30  1984 man/u_man/man1/rmdir.1
-rw-rw-r--  1 2        kmem            48 Apr 30  1984 man/u_man/man1/rsh.1
-rw-rw-r--  1 2        kmem          1414 Apr 30  1984 man/u_man/man1/sact.1
-rw-rw-r--  1 2        kmem          1214 Apr 30  1984 man/u_man/man1/sadp.1
-rw-rw-r--  1 2        kmem          3000 Apr 30  1984 man/u_man/man1/sag.1g
-rw-rw-r--  1 2        kmem          4210 Apr 30  1984 man/u_man/man1/sar.1
-rw-rw-r--  1 2        kmem          1068 Apr 30  1984 man/u_man/man1/scat.1
-rw-rw-r--  1 2        kmem          1711 Apr 30  1984 man/u_man/man1/scc.1
-rw-rw-r--  1 2        kmem          1141 Apr 30  1984 man/u_man/man1/sccsdiff.1
-rw-rw-r--  1 2        kmem         19229 Apr 30  1984 man/u_man/man1/sdb.1
-rw-rw-r--  1 2        kmem          1989 Apr 30  1984 man/u_man/man1/sdiff.1
-rw-rw-r--  1 2        kmem          6959 Apr 30  1984 man/u_man/man1/sed.1
-rw-rw-r--  1 2        kmem         26172 Apr 30  1984 man/u_man/man1/sh.1
-rw-rw-r--  1 2        kmem           830 Apr 30  1984 man/u_man/man1/size.1
-rw-rw-r--  1 2        kmem           584 Apr 30  1984 man/u_man/man1/sleep.1
-rw-rw-r--  1 2        kmem          2138 Apr 30  1984 man/u_man/man1/sno.1
-rw-rw-r--  1 2        kmem          3601 Apr 30  1984 man/u_man/man1/sort.1
-rw-rw-r--  1 2        kmem          3688 Apr 30  1984 man/u_man/man1/spell.1
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man1/spellin.1
-rw-rw-r--  1 2        kmem          1784 Apr 30  1984 man/u_man/man1/spline.1g
-rw-rw-r--  1 2        kmem           597 Apr 30  1984 man/u_man/man1/split.1
-rw-rw-r--  1 2        kmem          8399 Apr 30  1984 man/u_man/man1/stat.1g
-rw-rw-r--  1 2        kmem          2274 Apr 30  1984 man/u_man/man1/strip.1
-rw-rw-r--  1 2        kmem          7326 Apr 30  1984 man/u_man/man1/stty.1
-rw-rw-r--  1 2        kmem          1611 Apr 30  1984 man/u_man/man1/su.1
-rw-rw-r--  1 2        kmem           580 Apr 30  1984 man/u_man/man1/sum.1
-rw-rw-r--  1 2        kmem           435 Apr 30  1984 man/u_man/man1/sync.1
-rw-rw-r--  1 2        kmem          5943 Apr 30  1984 man/u_man/man1/tabs.1
-rw-rw-r--  1 2        kmem          1676 Apr 30  1984 man/u_man/man1/tail.1
-rw-rw-r--  1 2        kmem          4137 Apr 30  1984 man/u_man/man1/tar.1
-rw-rw-r--  1 2        kmem          4534 Apr 30  1984 man/u_man/man1/tbl.1
-rw-rw-r--  1 2        kmem          1399 Apr 30  1984 man/u_man/man1/tc.1
-rw-rw-r--  1 2        kmem            51 Apr 30  1984 man/u_man/man1/td.1g
-rw-rw-r--  1 2        kmem           367 Apr 30  1984 man/u_man/man1/tee.1
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man1/tekset.1g
-rw-rw-r--  1 2        kmem          2773 Apr 30  1984 man/u_man/man1/test.1
-rw-rw-r--  1 2        kmem           554 Apr 30  1984 man/u_man/man1/time.1
-rw-rw-r--  1 2        kmem          1719 Apr 30  1984 man/u_man/man1/timex.1
-rw-rw-r--  1 2        kmem          3273 Apr 30  1984 man/u_man/man1/toc.1g
-rw-rw-r--  1 2        kmem           765 Apr 30  1984 man/u_man/man1/touch.1
-rw-rw-r--  1 2        kmem          1035 Apr 30  1984 man/u_man/man1/tplot.1g
-rw-rw-r--  1 2        kmem          2018 Apr 30  1984 man/u_man/man1/tr.1
-rw-rw-r--  1 2        kmem          4301 Apr 30  1984 man/u_man/man1/troff.1
-rw-rw-r--  1 2        kmem           405 Apr 30  1984 man/u_man/man1/true.1
-rw-rw-r--  1 2        kmem           745 Apr 30  1984 man/u_man/man1/tsort.1
-rw-rw-r--  1 2        kmem           787 Apr 30  1984 man/u_man/man1/tty.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/u3b.1
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man1/u3b5.1
-rw-rw-r--  1 2        kmem           874 Apr 30  1984 man/u_man/man1/umask.1
-rw-rw-r--  1 2        kmem           821 Apr 30  1984 man/u_man/man1/uname.1
-rw-rw-r--  1 2        kmem          1416 Apr 30  1984 man/u_man/man1/unget.1
-rw-rw-r--  1 2        kmem          1367 Apr 30  1984 man/u_man/man1/uniq.1
-rw-rw-r--  1 2        kmem          1615 Apr 30  1984 man/u_man/man1/units.1
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man1/unpack.1
-rw-rw-r--  1 2        kmem          4411 Apr 30  1984 man/u_man/man1/uucp.1c
-rw-rw-r--  1 2        kmem            54 Apr 30  1984 man/u_man/man1/uulog.1c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man1/uuname.1c
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man1/uupick.1c
-rw-rw-r--  1 2        kmem          4268 Apr 30  1984 man/u_man/man1/uustat.1c
-rw-rw-r--  1 2        kmem          2391 Apr 30  1984 man/u_man/man1/uuto.1c
-rw-rw-r--  1 2        kmem          2908 Apr 30  1984 man/u_man/man1/uux.1c
-rw-rw-r--  1 2        kmem          3348 Apr 30  1984 man/u_man/man1/val.1
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man1/vax.1
-rw-rw-r--  1 2        kmem          5975 Apr 30  1984 man/u_man/man1/vc.1
-rw-rw-r--  1 2        kmem          8519 Apr 30  1984 man/u_man/man1/vi.1
-rw-r--r--  1 2        kmem          1527 Apr 30  1984 man/u_man/man1/vpr.1
-rw-rw-r--  1 2        kmem           497 Apr 30  1984 man/u_man/man1/wait.1
-rw-rw-r--  1 2        kmem           626 Apr 30  1984 man/u_man/man1/wc.1
-rw-rw-r--  1 2        kmem          1261 Apr 30  1984 man/u_man/man1/what.1
-rw-rw-r--  1 2        kmem          4027 Apr 30  1984 man/u_man/man1/who.1
-rw-rw-r--  1 2        kmem          2323 Apr 30  1984 man/u_man/man1/write.1
-rw-rw-r--  1 2        kmem          6035 Apr 30  1984 man/u_man/man1/xargs.1
-rw-rw-r--  1 2        kmem          2744 Apr 30  1984 man/u_man/man1/yacc.1
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 man/u_man/man2
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man2/_exit.2
-rw-rw-r--  1 2        kmem          1897 Apr 30  1984 man/u_man/man2/access.2
-rw-rw-r--  1 2        kmem          1842 Apr 30  1984 man/u_man/man2/acct.2
-rw-rw-r--  1 2        kmem           684 Apr 30  1984 man/u_man/man2/alarm.2
-rw-rw-r--  1 2        kmem          1605 Apr 30  1984 man/u_man/man2/brk.2
-rw-rw-r--  1 2        kmem           963 Apr 30  1984 man/u_man/man2/chdir.2
-rw-rw-r--  1 2        kmem          2347 Apr 30  1984 man/u_man/man2/chmod.2
-rw-rw-r--  1 2        kmem          1546 Apr 30  1984 man/u_man/man2/chown.2
-rw-rw-r--  1 2        kmem          1197 Apr 30  1984 man/u_man/man2/chroot.2
-rw-rw-r--  1 2        kmem           672 Apr 30  1984 man/u_man/man2/close.2
-rw-rw-r--  1 2        kmem          2470 Apr 30  1984 man/u_man/man2/creat.2
-rw-rw-r--  1 2        kmem          1165 Apr 30  1984 man/u_man/man2/dup.2
-rw-rw-r--  1 2        kmem          6488 Apr 30  1984 man/u_man/man2/exec.2
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man2/execl.2
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man2/execle.2
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man2/execlp.2
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man2/execv.2
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man2/execve.2
-rw-rw-r--  1 2        kmem            53 Apr 30  1984 man/u_man/man2/execvp.2
-rw-rw-r--  1 2        kmem          2342 Apr 30  1984 man/u_man/man2/exit.2
-rw-rw-r--  1 2        kmem          2339 Apr 30  1984 man/u_man/man2/fcntl.2
-rw-rw-r--  1 2        kmem          2570 Apr 30  1984 man/u_man/man2/fork.2
-rw-rw-r--  1 2        kmem            52 Apr 30  1984 man/u_man/man2/fstat.2
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man2/getegid.2
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man2/geteuid.2
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man2/getgid.2
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man2/getpgrp.2
-rw-rw-r--  1 2        kmem           505 Apr 30  1984 man/u_man/man2/getpid.2
-rw-rw-r--  1 2        kmem            56 Apr 30  1984 man/u_man/man2/getppid.2
-rw-rw-r--  1 2        kmem           597 Apr 30  1984 man/u_man/man2/getuid.2
-rw-rw-r--  1 2        kmem         22251 Apr 30  1984 man/u_man/man2/intro.2
-rw-rw-r--  1 2        kmem           815 Apr 30  1984 man/u_man/man2/ioctl.2
-rw-rw-r--  1 2        kmem          2383 Apr 30  1984 man/u_man/man2/kill.2
-rw-rw-r--  1 2        kmem          1576 Apr 30  1984 man/u_man/man2/link.2
-rw-rw-r--  1 2        kmem          1547 Apr 30  1984 man/u_man/man2/lseek.2
-rw-r--r--  1 2        kmem          4321 Apr 30  1984 man/u_man/man2/maus.2
-rw-rw-r--  1 2        kmem          2515 Apr 30  1984 man/u_man/man2/mknod.2
-rw-rw-r--  1 2        kmem          1725 Apr 30  1984 man/u_man/man2/mount.2
-rw-rw-r--  1 2        kmem          2634 Apr 30  1984 man/u_man/man2/msgctl.2
-rw-rw-r--  1 2        kmem          2269 Apr 30  1984 man/u_man/man2/msgget.2
-rw-rw-r--  1 2        kmem          6490 Apr 30  1984 man/u_man/man2/msgop.2
-rw-rw-r--  1 2        kmem           922 Apr 30  1984 man/u_man/man2/nice.2
-rw-rw-r--  1 2        kmem          4325 Apr 30  1984 man/u_man/man2/open.2
-rw-rw-r--  1 2        kmem           703 Apr 30  1984 man/u_man/man2/pause.2
-rw-rw-r--  1 2        kmem           936 Apr 30  1984 man/u_man/man2/pipe.2
-rw-rw-r--  1 2        kmem          1724 Apr 30  1984 man/u_man/man2/plock.2
-rw-rw-r--  1 2        kmem          1278 Apr 30  1984 man/u_man/man2/profil.2
-rw-rw-r--  1 2        kmem          6263 Apr 30  1984 man/u_man/man2/ptrace.2
-rw-rw-r--  1 2        kmem          2183 Apr 30  1984 man/u_man/man2/read.2
-rw-rw-r--  1 2        kmem            50 Apr 30  1984 man/u_man/man2/sbrk.2
-rw-rw-r--  1 2        kmem          4374 Apr 30  1984 man/u_man/man2/semctl.2
-rw-rw-r--  1 2        kmem          2495 Apr 30  1984 man/u_man/man2/semget.2
-rw-rw-r--  1 2        kmem          6097 Apr 30  1984 man/u_man/man2/semop.2
-rw-rw-r--  1 2        kmem            55 Apr 30  1984 man/u_man/man2/setgid.2
-rw-rw-r--  1 2        kmem           447 Apr 30  1984 man/u_man/man2/setpgrp.2
-rw-rw-r--  1 2        kmem          1090 Apr 30  1984 man/u_man/man2/setuid.2
-rw-rw-r--  1 2        kmem          2351 Apr 30  1984 man/u_man/man2/shmctl.2
-rw-rw-r--  1 2        kmem          2771 Apr 30  1984 man/u_man/man2/shmget.2
-rw-rw-r--  1 2        kmem          2759 Apr 30  1984 man/u_man/man2/shmop.2
-rw-rw-r--  1 2        kmem          8970 Apr 30  1984 man/u_man/man2/signal.2
-rw-rw-r--  1 2        kmem          3375 Apr 30  1984 man/u_man/man2/stat.2
-rw-rw-r--  1 2        kmem           578 Apr 30  1984 man/u_man/man2/stime.2
-rw-rw-r--  1 2        kmem           561 Apr 30  1984 man/u_man/man2/sync.2
-rw-r--r--  1 2        kmem          1771 Apr 30  1984 man/u_man/man2/sys3b.2
-rw-rw-r--  1 2        kmem           658 Apr 30  1984 man/u_man/man2/time.2
-rw-rw-r--  1 2        kmem          1532 Apr 30  1984 man/u_man/man2/times.2
-rw-rw-r--  1 2        kmem          1069 Apr 30  1984 man/u_man/man2/ulimit.2
-rw-rw-r--  1 2        kmem           510 Apr 30  1984 man/u_man/man2/umask.2
-rw-rw-r--  1 2        kmem          1108 Apr 30  1984 man/u_man/man2/umount.2
-rw-rw-r--  1 2        kmem          1157 Apr 30  1984 man/u_man/man2/uname.2
-rw-rw-r--  1 2        kmem          1631 Apr 30  1984 man/u_man/man2/unlink.2
-rw-rw-r--  1 2        kmem          1128 Apr 30  1984 man/u_man/man2/ustat.2
-rw-rw-r--  1 2        kmem          2101 Apr 30  1984 man/u_man/man2/utime.2
-rw-rw-r--  1 2        kmem          2676 Apr 30  1984 man/u_man/man2/wait.2
-rw-rw-r--  1 2        kmem          2644 Apr 30  1984 man/u_man/man2/write.2
drwxrwxr-x  2 2        kmem             0 Apr 30  1984 man/u_man/man3
